iteration,ticks
0,68709
1,35184
2,35178
3,34764
4,34782
5,34674
6,33822
7,34557
8,34260
9,40041
10,35295
11,35685
12,33927
13,34389
14,35595
15,33186
16,34290
17,34119
18,35091
19,33609
20,33807
21,33711
22,33408
23,33531
24,33681
25,34938
26,33306
27,34545
28,33594
29,38262
30,36132
31,33858
32,34893
33,35169
34,34578
35,34668
36,33927
37,35286
38,32457
39,33516
40,34422
41,34023
42,33225
43,35112
44,33684
45,37527
46,35184
47,35232
48,33438
49,37908
50,36369
51,33258
52,34464
53,34875
54,33390
55,35604
56,33612
57,35829
58,34044
59,34005
60,35400
61,32976
62,33015
63,33816
64,34119
65,33555
66,33378
67,33936
68,33528
69,51618
70,33294
71,35142
72,35181
73,33717
74,35589
75,36285
76,34950
77,33936
78,32949
79,34095
80,33324
81,34350
82,34500
83,34008
84,33741
85,33927
86,33081
87,34779
88,34128
89,52059
90,37875
91,34212
92,36768
93,35166
94,33783
95,35676
96,34413
97,34143
98,34434
99,33726
100,36510
101,35619
102,35100
103,34818
104,33672
105,33630
106,33963
107,33807
108,36921
109,34476
110,38007
111,34038
112,34491
113,36294
114,38733
115,34032
116,35979
117,33117
118,35568
119,33150
120,34512
121,34515
122,34530
123,33987
124,33291
125,34356
126,37089
127,33825
128,33831
129,34860
130,38376
131,36285
132,36078
133,35739
134,37275
135,33432
136,34281
137,33723
138,33027
139,35511
140,35040
141,33081
142,33690
143,34176
144,34179
145,35820
146,36426
147,33516
148,34011
149,34221
150,39513
151,33666
152,34296
153,34464
154,33738
155,33831
156,33663
157,34653
158,33942
159,34068
160,34839
161,33282
162,35097
163,33384
164,32982
165,34515
166,35676
167,35262
168,34380
169,33354
170,39291
171,35247
172,34287
173,34095
174,33837
175,34761
176,35340
177,34539
178,34773
179,34746
180,35127
181,33618
182,35400
183,35262
184,34305
185,34923
186,33366
187,35250
188,34071
189,34632
190,37263
191,34956
192,35676
193,36135
194,33540
195,35466
196,34308
197,35376
198,33258
199,35130
200,35181
201,35097
202,37347
203,34782
204,33873
205,33843
206,33843
207,34383
208,34500
209,33975
210,38457
211,33882
212,37398
213,34164
214,33948
215,34770
216,40836
217,33813
218,33030
219,35118
220,33243
221,34131
222,34659
223,35121
224,34905
225,34338
226,35433
227,33024
228,35127
229,36351
230,33504
231,38037
232,34617
233,34611
234,34782
235,35616
236,35298
237,33378
238,34194
239,34983
240,36210
241,35001
242,33120
243,35676
244,34536
245,33531
246,35439
247,35880
248,35565
249,34272
250,34188
251,37791
252,33918
253,35085
254,34134
255,36291
256,34932
257,35757
258,33063
259,34032
260,34332
261,36135
262,34284
263,34290
264,35556
265,33774
266,34524
267,33651
268,33819
269,34833
270,32859
271,37476
272,35163
273,33249
274,33453
275,34470
276,33618
277,33189
278,33663
279,32871
280,33669
281,35421
282,34962
283,34956
284,35550
285,34230
286,33153
287,35028
288,34152
289,33240
290,34266
291,37584
292,35250
293,35280
294,34968
295,33339
296,34647
297,34419
298,33705
299,35712
300,34167
301,34446
302,34866
303,33564
304,33177
305,33954
306,33684
307,33600
308,35394
309,33063
310,35046
311,60666
312,35397
313,32748
314,33417
315,36234
316,33600
317,34482
318,35892
319,34545
320,34416
321,33855
322,35226
323,33588
324,33405
325,33576
326,33792
327,33579
328,34149
329,35145
330,36129
331,32949
332,39015
333,35760
334,34734
335,34350
336,33840
337,32967
338,33126
339,33924
340,33708
341,33573
342,33510
343,35340
344,34974
345,34032
346,36156
347,35292
348,35544
349,34305
350,35553
351,34803
352,38160
353,34692
354,34227
355,33060
356,33825
357,33441
358,35478
359,33291
360,33933
361,34668
362,34374
363,34725
364,35286
365,33633
366,34437
367,33648
368,34530
369,33903
370,33297
371,33735
372,37770
373,35445
374,33975
375,35820
376,35367
377,34044
378,33150
379,33345
380,32829
381,34035
382,35514
383,34509
384,38031
385,34635
386,35601
387,33981
388,33174
389,35400
390,34482
391,34641
392,37380
393,34701
394,34203
395,35235
396,34638
397,36342
398,33846
399,33771
400,33753
401,33729
402,34443
403,32229
404,33381
405,33453
406,34620
407,34704
408,35817
409,34014
410,32655
411,34806
412,39537
413,35439
414,33945
415,32811
416,34209
417,33051
418,34059
419,32514
420,34476
421,34428
422,33984
423,34269
424,34395
425,35229
426,34362
427,33519
428,32727
429,33795
430,35097
431,33255
432,36699
433,37599
434,32919
435,33726
436,36150
437,35772
438,34833
439,33633
440,33930
441,36516
442,34716
443,34881
444,38250
445,33474
446,33864
447,35298
448,32865
449,34401
450,33441
451,35229
452,35229
453,38496
454,35520
455,35394
456,33657
457,32703
458,34776
459,35346
460,33018
461,35385
462,32841
463,37587
464,33789
465,32769
466,33774
467,32694
468,33654
469,35073
470,33951
471,34404
472,34164
473,37689
474,35649
475,34713
476,33870
477,33708
478,34911
479,34938
480,33240
481,33510
482,34302
483,34332
484,33936
485,34515
486,33954
487,34263
488,35142
489,35775
490,33936
491,35064
492,33798
493,38028
494,35049
495,33690
496,36159
497,35211
498,34656
499,32841
500,35112
501,34566
502,34341
503,35229
504,34689
505,38139
506,34536
507,33936
508,32565
509,34635
510,33939
511,36240
512,35541
513,37974
514,34884
515,33417
516,34431
517,33321
518,35481
519,33531
520,34740
521,32910
522,34158
523,33987
524,34500
525,34290
526,33483
527,32697
528,33912
529,35445
530,33579
531,34494
532,33057
533,33660
534,36963
535,36051
536,33312
537,34644
538,34671
539,33504
540,34389
541,33624
542,33717
543,33660
544,33528
545,35592
546,32904
547,33495
548,34566
549,34962
550,33591
551,33741
552,34158
553,34011
554,37311
555,36825
556,35451
557,33633
558,33552
559,34221
560,33810
561,33429
562,34107
563,34323
564,37362
565,33087
566,35688
567,35502
568,33270
569,33729
570,33426
571,33630
572,33726
573,34797
574,38913
575,38718
576,34020
577,34185
578,33627
579,33165
580,33678
581,34716
582,34701
583,34380
584,32691
585,34290
586,35106
587,34593
588,34884
589,33312
590,34140
591,34674
592,33393
593,33129
594,37920
595,34275
596,34173
597,35349
598,33558
599,33462
600,32964
601,34038
602,32418
603,34068
604,33891
605,34704
606,34101
607,33420
608,33012
609,33237
610,33885
611,35133
612,35697
613,34164
614,36864
615,33834
616,34143
617,32679
618,33627
619,33633
620,33093
621,35283
622,33981
623,35052
624,33987
625,33126
626,33627
627,34170
628,34521
629,32880
630,34707
631,33759
632,32874
633,34491
634,33936
635,37908
636,33093
637,33930
638,34890
639,34710
640,33777
641,34341
642,33477
643,34350
644,34536
645,32913
646,33948
647,36378
648,35517
649,35232
650,33945
651,32985
652,34143
653,32967
654,34284
655,37350
656,34935
657,34797
658,34584
659,33825
660,33684
661,36903
662,33612
663,33627
664,34458
665,33336
666,33249
667,33960
668,33789
669,34794
670,34887
671,34269
672,34503
673,32715
674,35076
675,38109
676,33402
677,33357
678,34308
679,34662
680,33972
681,35016
682,33261
683,34710
684,34743
685,34860
686,33618
687,34536
688,33633
689,34806
690,33657
691,34347
692,35910
693,34380
694,33588
695,37683
696,36654
697,33846
698,34968
699,35274
700,35061
701,34191
702,32949
703,34794
704,35961
705,34887
706,34860
707,33738
708,33795
709,34938
710,34878
711,34014
712,32343
713,34035
714,33396
715,36972
716,36411
717,34902
718,33486
719,34623
720,33321
721,33696
722,35070
723,34608
724,34734
725,34929
726,32631
727,35541
728,33678
729,34977
730,33195
731,34530
732,33831
733,35391
734,33213
735,33882
736,37506
737,34101
738,36252
739,32121
740,34827
741,34863
742,35832
743,33246
744,33303
745,34335
746,34557
747,35082
748,35319
749,33543
750,34746
751,34908
752,35034
753,33639
754,35100
755,33387
756,38301
757,35073
758,34179
759,34488
760,34455
761,34827
762,32667
763,34008
764,35751
765,33552
766,34089
767,34032
768,33708
769,34272
770,33393
771,34035
772,34317
773,34812
774,33858
775,36819
776,40386
777,35220
778,33213
779,33387
780,38487
781,33414
782,34074
783,32961
784,33336
785,34746
786,34725
787,34533
788,33555
789,34791
790,33282
791,33537
792,33696
793,33468
794,33429
795,36369
796,38217
797,36765
798,34488
799,34251
800,33828
801,34389
802,33117
803,34965
804,34905
805,34569
806,32868
807,33696
808,34449
809,33573
810,34341
811,34029
812,32703
813,33360
814,33228
815,32448
816,34257
817,38415
818,37338
819,34278
820,34509
821,34266
822,35064
823,34773
824,33000
825,34995
826,35643
827,32880
828,35097
829,33756
830,33780
831,34407
832,33510
833,37014
834,34173
835,33513
836,33450
837,37926
838,33918
839,34113
840,34461
841,33576
842,35418
843,32910
844,35337
845,35559
846,33177
847,34704
848,33756
849,34086
850,33687
851,34647
852,32640
853,33762
854,35244
855,33651
856,33585
857,34878
858,39531
859,34209
860,33744
861,34986
862,34860
863,34176
864,33282
865,33447
866,34629
867,33453
868,33210
869,35454
870,35493
871,33495
872,35031
873,34833
874,33612
875,33147
876,35217
877,34053
878,36957
879,36666
880,34227
881,33888
882,32781
883,34173
884,33477
885,33843
886,34623
887,32880
888,33297
889,33147
890,34431
891,35409
892,34794
893,35838
894,33471
895,33681
896,33489
897,32835
898,38019
899,34131
900,32349
901,34002
902,32958
903,33942
904,34392
905,33492
906,32820
907,33063
908,33258
909,33936
910,33258
911,32865
912,33801
913,33969
914,34500
915,33972
916,34155
917,34809
918,38466
919,34878
920,33405
921,33522
922,33453
923,34647
924,32982
925,33150
926,33069
927,34377
928,34626
929,33045
930,34002
931,33600
932,34122
933,33132
934,34002
935,32931
936,33534
937,33318
938,33219
939,37536
940,33531
941,33684
942,33486
943,33969
944,32841
945,34002
946,32748
947,33978
948,34416
949,34317
950,32886
951,33009
952,32727
953,34260
954,34560
955,34470
956,33942
957,32148
958,33873
959,37263
960,34287
961,32553
962,33078
963,33459
964,34041
965,33228
966,34905
967,33219
968,32220
969,33939
970,33267
971,32235
972,33327
973,33084
974,32394
975,34782
976,32571
977,32811
978,35652
979,37668
980,35721
981,33687
982,35337
983,33645
984,33891
985,34356
986,33711
987,34008
988,34185
989,33432
990,33978
991,33015
992,33528
993,34230
994,33057
995,34662
996,33417
997,35193
998,33558
999,33690
1000,38028
1001,35424
1002,32835
1003,33732
1004,34698
1005,33414
1006,34071
1007,33810
1008,34230
1009,33453
1010,33291
1011,36519
1012,34428
1013,34353
1014,34839
1015,33351
1016,33579
1017,37497
1018,37950
1019,35379
1020,37011
1021,36489
1022,33417
1023,33921
1024,33705
1025,35754
1026,33918
1027,33894
1028,33681
1029,34479
1030,34299
1031,35961
1032,34038
1033,33267
1034,33552
1035,34413
1036,32883
1037,35628
1038,33111
1039,32766
1040,39120
1041,35265
1042,33330
1043,35409
1044,34362
1045,34101
1046,32841
1047,33900
1048,33765
1049,32217
1050,34038
1051,32601
1052,34086
1053,33285
1054,35286
1055,32385
1056,33915
1057,34104
1058,33108
1059,33867
1060,37110
1061,36504
1062,38361
1063,34590
1064,33741
1065,36207
1066,33255
1067,34134
1068,33201
1069,33981
1070,33840
1071,34038
1072,34767
1073,33039
1074,34272
1075,34053
1076,35076
1077,33705
1078,34680
1079,33456
1080,36924
1081,35517
1082,33927
1083,34995
1084,34449
1085,34266
1086,32442
1087,33678
1088,34191
1089,33774
1090,33672
1091,35049
1092,34647
1093,35100
1094,32556
1095,33696
1096,34194
1097,33021
1098,33411
1099,32673
1100,37458
1101,36342
1102,34065
1103,33882
1104,32598
1105,34641
1106,34032
1107,33789
1108,33018
1109,32931
1110,33183
1111,34674
1112,33603
1113,33240
1114,32769
1115,33603
1116,33840
1117,34428
1118,35469
1119,34146
1120,33444
1121,36963
1122,35394
1123,34740
1124,33696
1125,33603
1126,34233
1127,33078
1128,33552
1129,34104
1130,34131
1131,33207
1132,34122
1133,33390
1134,33000
1135,32604
1136,34299
1137,33183
1138,33645
1139,32820
1140,32394
1141,38214
1142,35247
1143,33813
1144,34329
1145,35175
1146,34203
1147,33390
1148,32931
1149,33705
1150,34572
1151,34428
1152,32538
1153,34254
1154,33051
1155,33393
1156,32988
1157,33771
1158,36090
1159,35460
1160,36966
1161,36846
1162,35802
1163,35145
1164,33072
1165,33231
1166,34623
1167,34473
1168,34584
1169,35829
1170,35952
1171,33537
1172,33264
1173,33606
1174,34731
1175,35199
1176,33948
1177,34785
1178,33381
1179,35205
1180,33012
1181,34311
1182,37650
1183,39477
1184,35058
1185,34245
1186,35901
1187,34416
1188,33789
1189,34917
1190,33606
1191,34959
1192,33417
1193,35337
1194,34182
1195,33372
1196,32970
1197,35127
1198,35136
1199,35466
1200,33864
1201,33327
1202,38877
1203,35442
1204,34656
1205,33333
1206,35514
1207,33750
1208,34200
1209,33018
1210,34518
1211,34701
1212,34269
1213,35394
1214,33228
1215,32787
1216,34302
1217,33315
1218,33870
1219,34173
1220,34365
1221,34278
1222,41082
1223,39408
1224,34695
1225,34197
1226,34410
1227,33186
1228,34203
1229,33312
1230,35415
1231,35538
1232,34143
1233,35388
1234,33222
1235,33969
1236,33468
1237,33795
1238,34755
1239,33567
1240,33414
1241,33357
1242,37890
1243,36882
1244,33477
1245,33471
1246,33066
1247,33405
1248,33819
1249,33339
1250,33846
1251,35400
1252,35103
1253,34824
1254,34254
1255,34584
1256,32868
1257,33708
1258,33048
1259,35199
1260,34395
1261,33276
1262,37533
1263,35307
1264,37341
1265,32784
1266,34218
1267,33912
1268,34440
1269,34380
1270,33219
1271,32790
1272,33657
1273,36618
1274,33681
1275,35805
1276,33207
1277,34665
1278,33930
1279,33225
1280,33732
1281,34776
1282,38265
1283,36180
1284,34071
1285,33477
1286,33885
1287,33102
1288,33837
1289,34266
1290,33540
1291,34713
1292,35310
1293,34527
1294,34497
1295,35433
1296,34431
1297,34884
1298,33774
1299,32970
